34665,CABBAGE,,RPC,15#,SAVOY,,,,USA
34666,CABBAGE,,RPC,15#,SAVOY,,,,
37710,CABBAGE,,RPC,15#,BOK CHOY,,,,USA
37711,CABBAGE,,RPC,15#,BOK CHOY,,,,
37712,CABBAGE,,RPC,15#,NAPA,,,,USA
73482,SQUASH-W,,BIN,1100#,BUTTERNUT,,,BigChuy,USA
73483,SQUASH-S,ORG,CTN,FCY80,YSN,ROLL STK,,Rico,MEXICO
73484,SQUASH-S,,CTN,FCY80,YSN,ROLL STK,,Rico,
73485,SQUASH-S,,CTN,#2 BU,YSN,,,Blue Ribbon,USA
73486,SQUASH-S,,CTN,#2 BU,YSN,,,Blue Ribbon,
73487,HOT PEPPER,,DPC,BULK,TOMATILLO,,,Produce House,MEXICO
73488,HOT PEPPER,,DPC,BULK,TOMATILLO,,,Produce House,
73489,SQUASH-S,ORG,CTN,MED80,YSN,GS1 STK,,Walmart,MEXICO
73490,SQUASH-S,,CTN,MED80,YSN,GS1 STK,,Walmart,
73491,SQUASH-W,,CTN,XLARGE BU,KABOCHA,,,Judge,MEXICO
73492,SQUASH-W,,CTN,LARGE BU,KABOCHA,,,Judge,MEXICO
73493,SQUASH-W,,CTN,MEDIUM BU,KABOCHA,,,Judge,MEXICO
73494,CUCUMBER,,CTN,LARGE,,,,Ximena,MEXICO
73495,SQUASH-W,,CTN,LARGE BU,BUTTERNUT,,,GreenPt,MEXICO
73496,WATERMELON,,BIN,60CT,SEEDLESS,,,Earthblend,MEXICO
73497,WATERMELON,,BIN,60CT,SEEDLESS,,,Earthblend,
73498,BELL,ORG,CTN,MEDIUM,GREEN,GS1 STK,,Sunfed,MEXICO
73499,TOMATO,ORG,11#,4-5CT LG,TOV,GS1 STK,,,MEXICO
73500,TOMATO,,11#,4-5CT LG,TOV,GS1 STK,,,
73501,BELL,ORG,11#,LARGE,YELLOW,GS1 STK,,G&A,MEXICO
73502,SQUASH-W,,CTN,LARGE BU,ACORN,GS1 STK,,Generic,"CA,USA"
73503,HOT PEPPER,,BAG,10/12OZDRC,SHISHITO,,,Golden West,
73504,BELL,ORG,CTN,XLARGE,GREEN,GS1 STK,,Generic,MEXICO
73505,HOT PEPPER,,BAG,10/12OZDRC,SHISHITO,,,,MEXICO
73506,HOT PEPPER,,BAG,10/12OZDRC,SHISHITO,,,,
73507,HOT PEPPER,ORG,BAG,10/12OZDRC,SHISHITO,,,,MEXICO
73508,BELL,ORG,WRAP,15/2CT,RED,,,Roxana,MEXICO
73509,BRUSSELS,,CTN,9CT-STALK,,,,Generic,USA
73510,BELL,ORG,CTN,CHOICE,RED,GS1 STK,,Generic,MEXICO
73511,CABBAGE,,CTN,MED30,GREEN,,,MooreFarms,USA
73512,CABBAGE,,CTN,MED30,GREEN,,,MooreFarms,
73515,SQUASH-W,,CTN,LARGE BU,SPAGHETTI,,,GreenPt,MEXICO
73516,CUCUMBER,,CTN,SUPER,,,,,"WA,USA"
73517,CUCUMBER,ORG,CTN,36CT,,NOPLU,,Rico,MEXICO
73518,CUCUMBER,,CTN,36CT,,,,Rico,
73519,SQUASH-W,ORG,CTN,MEDIUM BU,SPAGHETTI,GS1 STK,,Rico,MEXICO
73520,HOT PEPPER,,BAG,10/12OZDRC,SHISHITO,,,Golden West,MEXICO
73521,HOT PEPPER,,SPLIT,10#,SHISHITO,,,Golden West,MEXICO
73522,HOT PEPPER,,SPLIT,10#,SHISHITO,,,Golden West,
73523,HOT PEPPER,,BAG,12/8OZ,SHISHITO,,,,MEXICO
73524,CUCUMBER,,CTN,LARGE,,,,Desert,MEXICO
73525,CUCUMBER,,CTN,LARGE,,,,Desert,
73526,CUCUMBER,,CTN,LARGE,,,,Desert Bloom,MEXICO
73527,CUCUMBER,,CTN,LARGE,,,,Desert Bloom,
73528,SQUASH-S,,BAG,8/5# MESH,ZUCC,,,,MEXICO
73529,BELL,ORG,CTN,CHOICE MD,GREEN,NOPLU,,Generic,MEXICO
73530,BELL,ORG,CTN,LARGE,GREEN,ROLL STK,,Sunfed,MEXICO
73531,BELL,ORG,CTN,MEDIUM,GREEN,ROLL STK,,Sunfed,MEXICO
73532,BELL,ORG,CTN,CHOICE LG,GREEN,ROLL STK,,Sunfed,MEXICO
73533,BELL,ORG,CTN,JUMBO,GREEN,ROLL STK,,Sunfed,MEXICO
73534,SQUASH-S,ORG,CTN,FANCY,ZUCC,NOPLU,,DivineFl,MEXICO
73535,SQUASH-S,,CTN,FANCY,ZUCC,NOPLU,,DivineFl,
73536,BELL,ORG,15# ,XLARGE,GREEN,GS1 STK,,M&R,MEXICO
73537,EGGPLANT,,BAG,4/5# MESH,REG,,,,MEXICO
73538,BELL,ORG,CTN,MEDIUM,GREEN,ROLL STK,,Generic,MEXICO
73539,WATERMELON,,BIN,60CT,SEEDLESS,,,Papito,MEXICO
73540,WATERMELON,,BIN,60CT,SEEDLESS,,,Papito,
73541,BELL,ORG,11#,MEDIUM,RED,GS1 STK,,Signature,MEXICO
73542,BEAN,,DPC,BULK,GREEN,,,King O,MEXICO
73543,BEAN,,DPC,BULK,GREEN,,,King O,
73544,HOT PEPPER,,CTN,BU,ANAHEIM,GS1 STK,,Llano,MEXICO
73545,HOT PEPPER,,CTN,BU,ANAHEIM,GS1 STK,,Llano,
73546,HOT PEPPER,,CTN,BU,JALAPENO,GS1 STK,,Llano,MEXICO
73547,HOT PEPPER,,CTN,BU,JALAPENO,GS1 STK,,Llano,
73548,BELL,,CTN,CHOICE MD,GREEN,,,Trufresh,MEXICO
73549,CUCUMBER,,CTN,SUPER,,,,Desert Bloom,MEXICO
73550,CUCUMBER,,CTN,SUPER,,,,Desert Bloom,
73551,SQUASH-W,,CTN,MEDIUM BU,KABOCHA,,,Juca,MEXICO
73552,SQUASH-W,ORG,CTN,LARGE BU,SPAGHETTI,GS1 STK,,BigChuy,MEXICO
73553,BELL,,CTN,CHOICE,GREEN,,,Trufresh,MEXICO
73554,SQUASH-W,ORG,RPC,35#,BUTTERNUT,GS1 STK,,,MEXICO
73555,SQUASH-W,,CTN,LARGE BU,SPAGHETTI,,,ChuyPride,MEXICO
73556,SQUASH-W,,CTN,LARGE BU,KABOCHA,,,,MEXICO
73557,TOMATO,ORG,10#,LG,HEIRLOOM,GS1 STK,,Generic,MEXICO
73558,TOMATO,,10#,LG,HEIRLOOM,GS1 STK,,Generic,
73559,SQUASH-W,,CTN,LARGE BU,KABOCHA,,,ChuyPride,MEXICO
73560,SQUASH-W,ORG,RPC,35#,BUTTERNUT,GS1 STK,,,USA
73561,SQUASH-W,,CTN,MEDIUM BU,ACORN,,,PaloAlto,MEXICO
73562,CORN,ORG,TRAY,12/4 CT GB,BICOLOR,,,,USA
73563,HOT PEPPER,,CTN,BU,ANAHEIM,,,Llano,MEXICO
73564,HOT PEPPER,,CTN,BU,ANAHEIM,,,Llano,
73565,HOT PEPPER,,CTN,BU,JALAPENO,,,Llano,MEXICO
73566,HOT PEPPER,,CTN,BU,JALAPENO,,,Llano,
73567,SQUASH-S,,CTN,FANCY,YSN,,,Jazmine,MEXICO
73568,SQUASH-S,,CTN,FANCY,YSN,,,Jazmine,
73569,BELL,,CTN,CHOICE,GREEN,,,Desert,MEXICO
73570,SQUASH-W,,CTN,LARGE BU,BUTTERCUP,,,Niñote,MEXICO
73571,EGGPLANT,,CTN,32CT FANCY,REG,,,Seeded ,MEXICO
73572,EGGPLANT,,CTN,32CT FANCY,REG,,,Seeded ,
73573,BEAN,,DPC,BULK,GREEN,,,Panuelo,MEXICO
73574,BEAN,,DPC,BULK,GREEN,,,Panuelo,
73575,SQUASH-S,,CTN,FCY84,GREY,,,FreshFarm,MEXICO
73576,SQUASH-S,,CTN,FCY84,GREY,,,FreshFarm,
73577,SQUASH-S,ORG,CTN,FANCY,YSN,NOPLU,,Generic,MEXICO
73578,SQUASH-S,,CTN,FANCY,YSN,NOPLU,,Generic,
73579,HOT PEPPER,,CTN,BU,JALAPENO,NOPLU,,Llano,MEXICO
73580,HOT PEPPER,,CTN,BU,JALAPENO,NOPLU,,Llano,
73581,HOT PEPPER,,CTN,BU,ANAHEIM,NOPLU,,Llano,MEXICO
73582,HOT PEPPER,,CTN,BU,ANAHEIM,NOPLU,,Llano,
73583,SQUASH-S,ORG,CTN,FANCY,YSN,GS1 STK,,Idealharbest,MEXICO
73584,SQUASH-S,,CTN,FANCY,YSN,GS1 STK,,Idealharbest,
73585,WATERMELON,,BIN,45CT,SEEDLESS,,,PaloAlto,MEXICO
73586,WATERMELON,,BIN,45CT,SEEDLESS,,,PaloAlto,
73590,CUCUMBER,ORG,CTN,36CT,,PLU STK,,Wilson,MEXICO
73591,SQUASH-S,ORG,CTN,FCY80,ZUCC,ROLL STK,,Rico,MEXICO
73592,SQUASH-S,,CTN,FCY80,ZUCC,ROLL STK,,Rico,
73593,HOT PEPPER,ORG,BAG,12/1#,MINISWEET,NOPLU,,,USA
73594,CUCUMBER,,CTN,SELECT,,,,Trippple,MEXICO
73595,CUCUMBER,,CTN,SELECT,,,,Trippple,
73596,BELL,ORG,CTN,CHOICE MD,RED,NOPLU,,DivineFl,MEXICO
73597,SQUASH-W,,CTN,LARGE BU,ACORN,,,Produce House,MEXICO
73598,CABBAGE,ORG,CTN,16-18CT,RED,,,,USA
73599,CUCUMBER,,CTN,PLAIN,,,,Harvesttime,MEXICO
73600,CUCUMBER,,CTN,PLAIN,,,,Harvesttime,
73601,CUCUMBER,,CTN,SUPER,,,,Trippple,MEXICO
73602,CUCUMBER,,CTN,SUPER,,,,Trippple,
73603,CUCUMBER,,CTN,36CT,,,,Golden West,MEXICO
73604,CUCUMBER,,CTN,36CT,,,,Golden West,
73605,SQUASH-S,,CTN,FANCY,ZUCC,,,Golden West,MEXICO
73606,SQUASH-S,,CTN,FANCY,ZUCC,,,Golden West,
73607,SQUASH-S,,CTN,FANCY,GREY,,,Golden West,MEXICO
73608,SQUASH-S,,CTN,FANCY,GREY,,,Golden West,
73609,SQUASH-S,,CTN,MEDIUM,ZUCC,,,Golden West,MEXICO
73610,SQUASH-S,,CTN,MEDIUM,ZUCC,,,Golden West,
73611,SQUASH-S,,CTN,MEDIUM,GREY,,,Golden West,MEXICO
73612,SQUASH-S,,CTN,MEDIUM,GREY,,,Golden West,
73613,CUCUMBER,,CTN,SELECT,,,,Ximena,MEXICO
73614,SQUASH-S,ORG,CTN,FCY80,ZUCC,GS1 STK,,Signature,MEXICO
73615,SQUASH-S,,CTN,FCY80,ZUCC,GS1 STK,,Signature,
73616,SQUASH-W,ORG,CTN,LARGE BU,BUTTERCUP,GS1 STK,,Wholesum,MEXICO
73617,CUCUMBER,,CTN,PLAIN,,,,GreenPt,MEXICO
73618,SQUASH-S,,CTN,FANCY,YSN,,,FarmersBest,MEXICO
73619,SQUASH-S,,CTN,FANCY,YSN,,,FarmersBest,
73620,CUCUMBER,,CTN,PLAIN,,,,Produce House,MEXICO
73621,CUCUMBER,,CTN,PLAIN,,,,Produce House,
73622,CUCUMBER,ORG,CTN,PLAIN,,NOPLU,,Sunfed,MEXICO
73623,SQUASH-S,ORG,CTN,FCY80,ZUCC,PLU STK,,Wholesum,MEXICO
73624,SQUASH-S,,CTN,FCY80,ZUCC,PLU STK,,Wholesum,
73626,TOMATO,ORG,25#,XL,ROMA,NOPLU,,Willy,MEXICO
73627,TOMATO,,25#,XL,ROMA,NOPLU,,Willy,
73628,BELL,ORG,15# ,XLARGE,GREEN,GS1 STK,,Gemco,MEXICO
73629,BRUSSELS,,CTN,25#,,,,,CANADA
73630,SQUASH-S,ORG,CTN,FCY80,YSN,ROLL STK,,RanchoGr,USA
73631,SQUASH-S,,CTN,FCY80,YSN,ROLL STK,,RanchoGr,
73632,CUCUMBER,,CTN,SELECT,,,,Golden West,MEXICO
73633,CUCUMBER,,CTN,PLAIN,,,,Golden West,MEXICO
73634,CUCUMBER,,CTN,PLAIN,,,,Golden West,
73635,CUCUMBER,,CTN,LARGE,,,,Golden West,MEXICO
73636,CUCUMBER,,CTN,LARGE,,,,Golden West,
73637,BELL,ORG,WRAP,12/2CT,GREEN,,,Rowdy Rabbit,
73638,BELL,ORG,WRAP,12/2CT,MIX,,,Rowdy Rabbit,
73639,BELL,ORG,WRAP,12/2CT,GREEN,NOPLU,,Rowdy Rabbit,"WA,USA"
73640,SQUASH-W,,CTN,LARGE BU,BUTTERNUT,PLU STK,,,USA
73642,TOMATO,ORG,10#,MULTI,HEIRLOOM,GS1 STK,,Covilli,MEXICO
73643,TOMATO,,10#,MULTI,HEIRLOOM,GS1 STK,,Covilli,
73644,SQUASH-W,,BAG,7/2CT,SPAGHETTI,,,,CANADA
73645,BELL,,15# ,XLARGE,GREEN,GS1 STK,,Rowdy Rabbit,MEXICO
73646,WATERMELON,,BIN,60CT,SEEDLESS,,,PaloAlto,MEXICO
73647,WATERMELON,,BIN,60CT,SEEDLESS,,,PaloAlto,
73648,BEAN,,BIN,BULK,GREEN,,,,MEXICO
73649,BELL,,11#,LARGE,ORANGE,,,FreshRep,MEXICO
73650,BELL,,11#,XLARGE,YELLOW,,,FreshFarm,MEXICO
73651,BELL,ORG,11#,MEDIUM,RED,GS1 STK,,Llano,MEXICO
73652,BRUSSELS,,CTN,25#,,,,,BRAZIL
73653,CABBAGE,,CTN,MED35,GREEN,,,MoonRay,USA
73654,CABBAGE,,CTN,MED35,GREEN,,,MoonRay,
73655,BROCCOLI,,CTN,12CT,CROWN,,,,USA
73656,SQUASH-W,,CTN,LARGE BU,BUTTERCUP,,,ChuyPride,MEXICO
73657,BELL,,CTN,MEDIUM,GREEN,GS1 STK,,,USA
73658,BELL,ORG,WRAP,15/2CT,RED,,,Nature's Promise,MEXICO
73659,BELL,,CTN,XXLARGE,GREEN,,,Peak,USA
73660,BELL,,DRC,48CT,GREEN,,,Peak,USA
73661,BELL,,DRC,40CT,GREEN,,,Peak,USA
73662,CUCUMBER,,CTN,36CT,,,,Peak,USA
73663,CUCUMBER,,CTN,36CT,,,,Peak,
73664,CUCUMBER,,CTN,PLAIN,,,,Peak,USA
73665,CUCUMBER,,CTN,LARGE,,,,Peak,USA
73666,CUCUMBER,,CTN,LARGE,,,,Peak,
73667,BELL,,CTN,XXLARGE,RED,,,Peak,USA
73668,BELL,,CTN,MIXRED CH,RED,,,Peak,USA
73669,BELL,,CTN,XXLARGE,RED,GS1 STK,,,USA
73670,BELL,,CTN,XLARGE,RED,GS1 STK,,,USA
73671,BELL,,CTN,CHOICE,RED,GS1 STK,,,USA
73672,BELL,,CTN,MIXRED CH,RED,GS1 STK,,,USA
73673,SQUASH-S,ORG,WRAP,8/2CT,ZUCC,NOPLU,,Walmart,MEXICO
73674,SQUASH-S,,WRAP,8/2CT,ZUCC,NOPLU,,Walmart,
73675,SQUASH-S,,CTN,FANCY,YSN,,,Golden West,MEXICO
73676,SQUASH-S,,CTN,FANCY,YSN,,,Golden West,
73677,EGGPLANT,,CTN,18CT FANCY,REG,GS1 STK,,,USA
73678,EGGPLANT,,CTN,LARGE,REG,GS1 STK,,,USA
73679,EGGPLANT,,CTN,LARGE,REG,GS1 STK,,,
73680,SQUASH-S,,CTN,MED80,YSN,,,Golden West,MEXICO
73681,SQUASH-S,,CTN,MED80,YSN,,,Golden West,
73682,SQUASH-S,,CTN,FCY80,ZUCC,,,Peak,USA
73683,SQUASH-S,,CTN,FCY80,ZUCC,,,Peak,
73684,SQUASH-S,,CTN,MED/LG80,ZUCC,,,Peak,USA
73685,SQUASH-S,,CTN,MED/LG80,ZUCC,,,Peak,
73686,SQUASH-S,,CTN,#2 BU,ZUCC,,,Peak,USA
73687,SQUASH-S,,CTN,#2 BU,ZUCC,,,Peak,
73688,SQUASH-S,,CTN,FCY80,YSN,,,Peak,USA
73689,SQUASH-S,,CTN,FCY80,YSN,,,Peak,
73690,SQUASH-S,,CTN,MED/LG80,YSN,,,Peak,USA
73691,SQUASH-S,,CTN,MED/LG80,YSN,,,Peak,
73692,SQUASH-S,,CTN,LGE BU,YSN,,,Peak,USA
73693,SQUASH-S,,CTN,LGE BU,YSN,,,Peak,
73694,BEAN,,BAG,10/1.5#RPC,GREEN,,,Green Valley,MEXICO
73695,BEAN,,BAG,10/1.5#RPC,GREEN,,,Green Valley,
73696,HOT PEPPER,,DPC,BULK,TOMATILLO,,,Llano,MEXICO
73697,HOT PEPPER,,DPC,BULK,TOMATILLO,,,Llano,
73698,CUCUMBER,ORG,CTN,36CT,,GS1 STK,,DivineFl,USA
73699,SQUASH-S,,CTN,FANCY,ZUCC,,,Harvest Sel,MEXICO
73700,SQUASH-S,,CTN,FANCY,ZUCC,,,Harvest Sel,
73701,SQUASH-S,ORG,WRAP,8/2CT,MEDLEY,NOPLU,,Walmart,MEXICO
73702,SQUASH-S,,WRAP,8/2CT,MEDLEY,NOPLU,,Walmart,
73703,SQUASH-S,,RPC,20#,YSN,,,RPC,ECUADOR
73704,TOMATO,ORG,10#,MULTI,HEIRLOOM,GS1 STK,,Wholesum,USA
73705,TOMATO,,10#,MULTI,HEIRLOOM,GS1 STK,,Wholesum,
73706,EGGPLANT,,CTN,18CT FANCY,REG,,,Rene,MEXICO
73707,SQUASH-S,,CTN,LGE BU,YSN,,,Jazmine,MEXICO
73708,SQUASH-S,,CTN,LGE BU,YSN,,,Jazmine,
73710,BELL,ORG,CTN,XXLARGE,GREEN,GS1 STK,,Rowdy Rabbit,MEXICO
73711,SQUASH-S,,CTN,FANCY,ZUCC,,,Earthblend,USA
73712,TOMATO,ORG,10#,MULTI,HEIRLOOM,GS1 STK,,Wholesum,MEXICO
73713,SQUASH-S,,CTN,FANCY,ZUCC,GS1 STK,,Sunfed,MEXICO
73720,HOT PEPPER,,SPLIT,10#,HABANERO,,,,USA
73721,HOT PEPPER,,SPLIT,10#,HABANERO,,,,
73722,BELL,ORG,11#,LARGE,RED,GS1 STK,,Llano,MEXICO
73723,BELL,ORG,11#,XLARGE,RED,GS1 STK,,Llano,MEXICO
73726,SQUASH-S,,WRAP,8/2CT,ZUCC,NOPLU,,Walmart,MEXICO
73727,SQUASH-S,,WRAP,8/2CT,ZUCC,NOPLU,,Rowdy Rabbit,MEXICO
73728,BELL,ORG,CTN,XLARGE,GREEN,ROLL STK,,Llano,MEXICO
73729,SQUASH-S,,CTN,MEDIUM,YSN,,,Golden West,MEXICO
73730,SQUASH-S,,CTN,MEDIUM,YSN,,,Golden West,
73731,BELL,,CTN,XLARGE,GREEN,,,FreshFarm,MEXICO
73732,BELL,,CTN,CHOICE,GREEN,,,FreshFarm,MEXICO
73733,HOT PEPPER,,CTN,BU,SERRANO,,,Label,MEXICO
73734,HOT PEPPER,,CTN,BU,SERRANO,,,Label,
73735,HOT PEPPER,,CTN,BU,ANAHEIM,,,Label,MEXICO
73736,HOT PEPPER,,CTN,BU,ANAHEIM,,,Label,
73737,CUCUMBER,ORG,CTN,30CT,,GS1 STK,,Sunfed,MEXICO
73738,CUCUMBER,,CTN,30CT,,,,Sunfed,
73739,CUCUMBER,ORG,CTN,PLAIN,,NOPLU,,Rico,MEXICO
73740,CUCUMBER,,CTN,PLAIN,,,,Rico,
73741,CUCUMBER,ORG,CTN,42CT,,GS1 STK,,Sunfed,MEXICO
73742,CUCUMBER,,CTN,42CT,,,,Sunfed,
73743,SQUASH-S,ORG,CTN,X FANCY,YSN,GS1 STK,,DivineFl,MEXICO
73744,SQUASH-S,,CTN,X FANCY,YSN,GS1 STK,,DivineFl,
73745,SQUASH-S,ORG,CTN,XFCY80,YSN,GS1 STK,,DivineFl,MEXICO
73746,SQUASH-S,,CTN,XFCY80,YSN,GS1 STK,,DivineFl,
73747,TOMATO,ORG,1 LYR,28CT,BEEFSTEAK,GS1 STK,,Generic,MEXICO
73748,TOMATO,,1 LYR,28CT,BEEFSTEAK,GS1 STK,,Generic,
73749,BELL,ORG,BAG,16/3CT,MIX,NOPLU,,Rowdy Rabbit,MEXICO
73750,BELL,ORG,CTN,XXLARGE,GREEN,ROLL STK,,Sunfed,MEXICO
73751,BELL,,CTN,XLARGE,GREEN,,,Happy,MEXICO
73752,HOT PEPPER,,CTN,BU,PASILLA,,,Label,MEXICO
73753,HOT PEPPER,,CTN,BU,PASILLA,,,Label,
73754,HOT PEPPER,,CTN,BU,TOMATILLO,,,Label,MEXICO
73755,HOT PEPPER,,CTN,BU,TOMATILLO,,,Label,
73756,CUCUMBER,ORG,CTN,24CT,,,,Rowdy Rabbit,MEXICO
73757,CUCUMBER,ORG,CTN,12CT MD,HH,,,Rowdy Rabbit,MEXICO
73758,CUCUMBER,ORG,CTN,12CT SM,HH,,,Rowdy Rabbit,MEXICO
73759,CUCUMBER,,CTN,SELECT,,,,Tenderland,MEXICO
73760,CUCUMBER,,CTN,SELECT,,,,Tenderland,
73761,HOT PEPPER,,SPLIT,10#,ANAHEIM,,,Label,MEXICO
73762,HOT PEPPER,,SPLIT,10#,ANAHEIM,,,Label,
73763,HOT PEPPER,,SPLIT,10#,SERRANO,,,Label,MEXICO
73764,HOT PEPPER,,SPLIT,10#,SERRANO,,,Label,
73765,HOT PEPPER,,CTN,BU,TOMATILLO,,,JP Prod,MEXICO
73766,HOT PEPPER,,CTN,BU,TOMATILLO,,,JP Prod,
73767,HOT PEPPER,,DPC,BULK,JALAPENO,,,JP Prod,MEXICO
73768,HOT PEPPER,,DPC,BULK,JALAPENO,,,JP Prod,
73769,HOT PEPPER,,CTN,BU,JICAMA,,,,MEXICO
73770,BELL,ORG,CTN,LARGE,GREEN,NOPLU,,Generic,MEXICO
73771,EGGPLANT,ORG,CTN,24CT FANCY,REG,GS1 STK,,Robinson Fresh,MEXICO
73772,EGGPLANT,,CTN,24CT FANCY,REG,GS1 STK,,Robinson Fresh,
73773,BRUSSELS,,CTN,25#,,,,Bluelake,USA
73774,TOMATO,ORG,10#,MULTI,HEIRLOOM,GS1 STK,,Gemco,USA
73776,CUCUMBER,,CTN,SMALL,,,,Golden West,MEXICO
73777,CUCUMBER,,CTN,SMALL,,,,Golden West,
73778,SQUASH-W,,CTN,MEDIUM BU,SPAGHETTI,,,,MEXICO
73779,CUCUMBER,,CTN,12CT SM,HH,,,Campaña,MEXICO
73780,CUCUMBER,,CTN,12CT SM,,,,Campaña,
73781,CUCUMBER,,CTN,12CT MD,HH,,,Campaña,MEXICO
73782,CUCUMBER,,CTN,12CT MD,,,,Campaña,
73783,EGGPLANT,,CTN,24CT FANCY,REG,,,5 Reyes,MEXICO
73784,EGGPLANT,,CTN,24CT FANCY,REG,,,5 Reyes,
73785,SQUASH-W,,CTN,LARGE BU,ACORN,,,GreenPt,MEXICO
73786,SQUASH-W,,CTN,MEDIUM BU,SPAGHETTI,,,GreenPt,MEXICO
73787,TOMATO,ORG,25#,LG,ROMA,GS1 STK,,DivineFl,MEXICO
73788,TOMATO,,25#,LG,ROMA,GS1 STK,,DivineFl,
73789,TOMATO,ORG,25#,MED,ROMA,NOPLU,,DivineFl,MEXICO
73790,TOMATO,,25#,MED,ROMA,NOPLU,,DivineFl,
73791,TOMATO,ORG,25#,MED,ROMA,GS1 STK,,DivineFl,MEXICO
73792,TOMATO,,25#,MED,ROMA,GS1 STK,,DivineFl,
73793,BELL,,SPLIT,5#,GREEN,,,Peak,MEXICO
73794,BELL,ORG,CTN,XLARGE,GREEN,GS1 STK,,Wholesum,MEXICO
73795,CUCUMBER,,CTN,24CT,,,,FreshFarm,MEXICO
73796,BELL,ORG,CTN,LARGE,GREEN,GS1 STK,,Wholesum,MEXICO
73797,BELL,ORG,11#,LARGE,YELLOW,GS1 STK,,Llano,MEXICO
73798,BELL,ORG,CTN,LARGE,GREEN,GS1 STK,,DivineFl,MEXICO
73799,BELL,ORG,CTN,JUMBO,GREEN,GS1 STK,,DivineFl,MEXICO
73800,SQUASH-S,ORG,CTN,FCY80,ZUCC,,,Robinson Fresh,MEXICO
73801,BELL,,CTN,CHOICE MD,GREEN,,,King O,MEXICO
73802,SQUASH-W,,CTN,MEDIUM BU,BUTTERNUT,,,,MEXICO
73803,SQUASH-W,,CTN,MEDIUM BU,BUTTERNUT,,,GreenPt,MEXICO
73804,BELL,,11#,LARGE,YELLOW,,,FreshRep,MEXICO
73805,BELL,,11#,LARGE,YELLOW,,,Naturall,MEXICO
73806,TOMATO,ORG,25#,MED,ROMA,NOPLU,,Generic,MEXICO
73807,TOMATO,,25#,MED,ROMA,NOPLU,,Generic,
73808,TOMATO,ORG,25#,XL,ROMA,NOPLU,,Generic,MEXICO
73809,TOMATO,,25#,XL,ROMA,NOPLU,,Generic,
73810,TOMATO,ORG,25#,JBO,ROMA,NOPLU,,Generic,MEXICO
73811,TOMATO,,25#,JBO,ROMA,NOPLU,,Generic,
73812,TOMATO,ORG,BAG,11/1# PL,TOV,NOPLU,,Magic,MEXICO
73813,TOMATO,,BAG,11/1# PL,TOV,NOPLU,,Magic,
73814,BELL,,11#,XLARGE,YELLOW,,,Naturall,MEXICO
73815,HOT PEPPER,,CTN,BU,ANAHEIM,,,Higueral,MEXICO
73816,HOT PEPPER,,CTN,BU,ANAHEIM,,,Higueral,
73817,HOT PEPPER,,CTN,BU,PASILLA,,,Higueral,MEXICO
73818,HOT PEPPER,,CTN,BU,PASILLA,,,Higueral,
73819,HOT PEPPER,,DPC,BULK,TOMATILLO,,,Higueral,MEXICO
73820,HOT PEPPER,,DPC,BULK,TOMATILLO,,,Higueral,
73821,TOMATO,ORG,BAG,11/1# PL,ROMA,,,Rowdy Rabbit,MEXICO
73822,BELL,,CTN,CHOICE LG,GREEN,,,King O,MEXICO
73823,BELL,ORG,11#,LARGE,ORANGE,GS1 STK,,Llano,MEXICO
73824,BELL,ORG,15# ,LARGE,YELLOW,GS1 STK,,Generic,MEXICO
73825,CUCUMBER,,CTN,SUPER,,,,Tenderland,MEXICO
73826,CUCUMBER,,CTN,SUPER,,,,Tenderland,
73827,SQUASH-W,ORG,RPC,35#,BUTTERNUT,PLU STK,,,MEXICO
73828,SQUASH-S,ORG,CTN,FANCY,YSN,,,Rowdy Rabbit,MEXICO
73829,SQUASH-S,,CTN,FANCY,YSN,,,Rowdy Rabbit,
73830,SQUASH-S,ORG,CTN,X FANCY,YSN,,,Rowdy Rabbit,MEXICO
73831,SQUASH-S,,CTN,X FANCY,YSN,,,Rowdy Rabbit,
73832,SQUASH-S,ORG,CTN,MEDIUM,YSN,,,Rowdy Rabbit,MEXICO
73833,SQUASH-S,,CTN,MEDIUM,YSN,,,Rowdy Rabbit,
73834,SQUASH-S,ORG,CTN,MEDIUM,ZUCC,,,Rowdy Rabbit,MEXICO
73835,SQUASH-S,,CTN,MEDIUM,ZUCC,,,Rowdy Rabbit,
73836,TOMATO,ORG,BAG,11/1# PL,ROMA,NOPLU,,Rowdy Rabbit,MEXICO
73837,TOMATO,,BAG,11/1# PL,ROMA,NOPLU,,Rowdy Rabbit,
73838,CUCUMBER,,CTN,SELECT,,,,,"WA,USA"
73839,WATERMELON,,BIN,60CT,SEEDLESS,,,ChuyPride,MEXICO
73840,WATERMELON,,BIN,60CT,SEEDLESS,,,ChuyPride,
73841,BEAN,,DPC,BULK,GREEN,,,Julia,MEXICO
73842,BEAN,,DPC,BULK,GREEN,,,Julia,
73843,TOMATO,ORG,1 LYR,42CT,TOV,GS1 STK,,,MEXICO
73844,TOMATO,,1 LYR,42CT,TOV,GS1 STK,,,
73845,CUCUMBER,,CTN,36CT,,,,Goldenwest,MEXICO
73846,CUCUMBER,,CTN,36CT,,,,Goldenwest,
73847,SQUASH-S,ORG,CTN,X FANCY,YSN,NOPLU,,Generic,MEXICO
73848,SQUASH-S,,CTN,X FANCY,YSN,NOPLU,,Generic,
73849,SQUASH-W,,CTN,LARGE BU,KABOCHA,,,Golden West,MEXICO
